---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00083.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00084.cbf | 4      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00085.cbf | 6      | 2             | 285             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00086.cbf | 7      | 1             | 62              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00087.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00088.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00089.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00090.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00091.cbf | 4      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00092.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00093.cbf | 3      | 1             | 49              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00094.cbf | 4      | 1             | 63              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00095.cbf | 3      | 1             | 60              |       |                        |                        | 0        | 0.00             |
