---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00089.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00090.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00091.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00092.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00093.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00094.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00095.cbf | 8      | 7             | 2878            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00096.cbf | 4      | 1             | 334             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00097.cbf | 3      | 2             | 118346          |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00098.cbf | 2      | 1             | 14052           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00099.cbf | 2      | 1             | 74              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00100.cbf | 4      | 3             | 2460            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00101.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00102.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00103.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00104.cbf | 4      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00105.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00106.cbf | 5      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00107.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00108.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00109.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
