---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00042.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00043.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00044.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00045.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00046.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00047.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00048.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00049.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00050.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00051.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00052.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00053.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00054.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00055.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00056.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00057.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00058.cbf | 34     | 31            | 24827           | 2.27  | 3.29                   | 2.96                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00059.cbf | 9      | 4             | 21603           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00060.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00061.cbf | 16     | 10            | 41983           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00062.cbf | 3      | 2             | 884             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00063.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00064.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00065.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00066.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00067.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00068.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
